0, 203
1, 221
2, 221
3, 67
4, 67
5, 67
6, 67
7, 205
8, 205
9, 205
10, 239
11, 239
12, 240
13, 240
14, 240
15, 240
16, 185
17, 185
18, 185
19, 112
20, 112
21, 112
22, 213
23, 213
24, 213
25, 249
26, 249
27, 249
28, 132
29, 132
30, 251
31, 251
32, 251
33, 251
34, 82
35, 82
36, 197
37, 197
38, 197
39, 197
40, 129
41, 129
42, 129
43, 249
44, 249
45, 249
46, 92
47, 92
48, 92
49, 176
50, 176
51, 176
52, 212
53, 212
54, 212
55, 162
56, 162
57, 162
58, 52
59, 52
60, 84
61, 84
62, 84
63, 84
64, 250
65, 250
66, 250
67, 215
68, 215
69, 218
70, 218
71, 218
72, 218
73, 218
74, 218
75, 157
76, 157
77, 157
78, 192
79, 192
80, 192
81, 192
82, 57
83, 57
84, 221
85, 221
86, 221
87, 221
88, 49
89, 49
90, 112
91, 112
92, 112
93, 112
94, 100
95, 100
96, 101
97, 101
98, 101
99, 101
100, 242
101, 242
102, 242
103, 245
104, 245
105, 245
106, 83
107, 83
108, 101
109, 101
110, 101
111, 101
112, 73
113, 73
114, 73
115, 134
116, 134
117, 135
118, 135
119, 135
120, 135
121, 184
122, 184
123, 184
124, 225
125, 225
126, 69
127, 69
128, 69
129, 91
130, 91
131, 91
132, 110
133, 110
134, 110
135, 110
136, 157
137, 157
138, 157
139, 197
140, 197
141, 197
142, 213
143, 213
144, 213
145, 171
146, 171
147, 171
148, 217
149, 217
150, 84
151, 84
152, 84
153, 67
154, 67
155, 67
156, 67
157, 226
158, 226
159, 226
160, 52
161, 52
162, 75
163, 75
164, 75
165, 75
166, 153
167, 153
168, 153
169, 218
170, 218
171, 64
172, 64
173, 64
174, 64
175, 102
176, 102
177, 102
178, 92
179, 92
180, 73
181, 73
182, 73
183, 73
184, 222
185, 222
186, 222
187, 184
188, 184
189, 61
190, 61
191, 61
192, 61
193, 193
194, 193
195, 193
196, 231
197, 231
198, 180
199, 180
200, 180
201, 180
202, 105
203, 105
204, 246
205, 246
206, 246
207, 246
208, 41
209, 41
210, 41
211, 85
212, 85
213, 85
214, 70
215, 70
216, 70
217, 88
218, 88
219, 88
220, 81
221, 81
222, 231
223, 231
224, 231
225, 231
226, 153
227, 153
228, 55
229, 55
230, 55
231, 55
232, 115
233, 115
234, 115
235, 90
236, 90
237, 110
238, 110
239, 110
240, 110
241, 47
242, 47
243, 47
244, 48
245, 48
246, 48
247, 228
248, 228
249, 220
250, 220
251, 220
252, 77
253, 77
254, 77
255, 77
256, 82
257, 82
258, 248
259, 248
260, 248
261, 248
262, 155
263, 155
264, 184
265, 184
266, 184
267, 184
268, 153
269, 153
270, 74
271, 74
272, 74
273, 230
274, 230
275, 230
276, 230
277, 82
278, 82
279, 254
280, 254
281, 254
282, 173
283, 173
284, 173
285, 173
286, 98
287, 98
288, 98
289, 212
290, 212
291, 167
292, 167
293, 167
294, 167
295, 85
296, 85
297, 103
298, 103
299, 103
300, 103
301, 56
302, 56
303, 56
304, 55
305, 55
306, 55
307, 213
308, 213
309, 213
310, 174
311, 174
312, 55
313, 55
314, 55
315, 55
316, 234
317, 234
318, 217
319, 217
320, 217
321, 217
322, 104
323, 104
324, 150
325, 150
326, 150
327, 150
328, 216
